"country","lat","diagnosis","study_no","url","pubMedId","registry_ID","site_name","enrolment","pub_year","drugs","pub_title","region","lon","status","authors","other_drugs","t_design","multiRegional","diagnosticMethod","hiv_co_infection","disease","otherCountries"
India (IND),25.620021,Spleen,"7",http://www.ncbi.nlm.nih.gov/pubmed/7886778,7886778,-9,Patna Medical College Hospital,22,1994,Amphotericin B deoxycholate,Comparison of glucose versus fat emulsion in the preparation of amphotericin B for use in kala-azar.,India Subcontinent,85.159811,Published,Thakur CP.,Amphotericin B deoxycholate,Comparative,0,Parasitological,Unspecified,vl,
India (IND),25.352372,Spleen/bone/serological,"161",http://www.ncbi.nlm.nih.gov/pubmed/16730363,16730363,-1,"District Sadar Hospital, Bihar, India",64,2006,Liposomal Amphotericin B (L-AmB),Unresponsiveness to AmBisome in some Sudanese patients with kala-azar.,Eastern Africa,85.31256,Published,"Sinha PK, Roddy P, Palma PP, Kociejowski A, Lima MA, Rabi Das VN, Gupta J, Kumar N, Mitra G, Saint-Sauveur JF, Seena S, Balasegaram M, ParreÃ±o F, Pandey K.",Liposomal Amphotericin B,Single Group,0,Mixed,Yes,vl,
India (IND),25.691372,,"234",https://www.ncbi.nlm.nih.gov/pubmed/30346949,30346949,CTRI/2012/08/002891,Hajipur District Hospitla (Vaishali),1761,2018,Miltefosine,"Field safety and effectiveness of new visceral leishmaniasis treatment regimens within public health facilities in Bihar, India",India Subcontinent,85.209057,Published,"Vishal Goyal, Raman Mahajan, Krishna Pandey, Shambhu Nath Singh, Ravi Shankar Singh, Nathalie Strub-Wourgaft, Fabiana Alves, Vidya Nand Rabi Das, Roshan Kamal Topno, Bhawna Sharma, Manica Balasegaram, Caryn Bern, Allen Hightower, Suman Rijal, Sally Ellis, Temmy Sunyoto, Sakib Burza, Nines Lima, Pradeep Das, Jorge Alvar","",Non-comparative multi-arm,1,Mixed,No,vl,
India (IND),25.691372,,"234",https://www.ncbi.nlm.nih.gov/pubmed/30346949,30346949,CTRI/2012/08/002891,Hajipur District Hospitla (Vaishali),1761,2018,Liposomal Amphotericin B (L-AmB),"Field safety and effectiveness of new visceral leishmaniasis treatment regimens within public health facilities in Bihar, India",India Subcontinent,85.209057,Published,"Vishal Goyal, Raman Mahajan, Krishna Pandey, Shambhu Nath Singh, Ravi Shankar Singh, Nathalie Strub-Wourgaft, Fabiana Alves, Vidya Nand Rabi Das, Roshan Kamal Topno, Bhawna Sharma, Manica Balasegaram, Caryn Bern, Allen Hightower, Suman Rijal, Sally Ellis, Temmy Sunyoto, Sakib Burza, Nines Lima, Pradeep Das, Jorge Alvar","",Non-comparative multi-arm,1,Mixed,No,vl,
India (IND),25.691372,,"234",https://www.ncbi.nlm.nih.gov/pubmed/30346949,30346949,CTRI/2012/08/002891,Hajipur District Hospitla (Vaishali),1761,2018,Paromomycin,"Field safety and effectiveness of new visceral leishmaniasis treatment regimens within public health facilities in Bihar, India",India Subcontinent,85.209057,Published,"Vishal Goyal, Raman Mahajan, Krishna Pandey, Shambhu Nath Singh, Ravi Shankar Singh, Nathalie Strub-Wourgaft, Fabiana Alves, Vidya Nand Rabi Das, Roshan Kamal Topno, Bhawna Sharma, Manica Balasegaram, Caryn Bern, Allen Hightower, Suman Rijal, Sally Ellis, Temmy Sunyoto, Sakib Burza, Nines Lima, Pradeep Das, Jorge Alvar","",Non-comparative multi-arm,1,Mixed,No,vl,
Italy (ITA),41.067621,Bone,"91",http://www.ncbi.nlm.nih.gov/pubmed/8783691,8783690,-9,Seconda università degli studi di napoli,88,1996,Liposomal Amphotericin B (L-AmB),Short-course treatment of visceral leishmaniasis with liposomal amphotericin B (AmBisome).,Mediterranean,14.329145,Published,"Davidson RN, di Martino L, Gradoni L, Giacchino R, Gaeta GB, Pempinello R, Scotti S, Cascio A, Castagnola E, Maisto A, Gramiccia M, di Caprio D, Wilkinson RJ, Bryceson AD.",Liposomal Amphotericin B,Dose finding,1,Parasitological,No,vl,"Brazil, United Kingdom"
Saudi Arabia (SAU),16.922341,Unknown,"142",http://www.ncbi.nlm.nih.gov/pubmed/3014838,3014837,-9,"King Fahd Central Hospital, Gizan",16,1986,Allopurinol,A comparative study of allopurinol and pentostam in the treatment of visceral leishmaniasis.,Central Asia,42.733659,Published,"Tobaigy M, Mejer J, Peitersen B, Ansari M, Poll P.",Sodium stibogluconate; Allopurinol,Comparative,0,Unspecified,Unspecified,vl,
Saudi Arabia (SAU),16.922341,Unknown,"142",http://www.ncbi.nlm.nih.gov/pubmed/3014838,3014837,-9,"King Fahd Central Hospital, Gizan",16,1986,Sodium stibogluconate,A comparative study of allopurinol and pentostam in the treatment of visceral leishmaniasis.,Central Asia,42.733659,Published,"Tobaigy M, Mejer J, Peitersen B, Ansari M, Poll P.",Sodium stibogluconate; Allopurinol,Comparative,0,Unspecified,Unspecified,vl,
Sudan (SDN),14.039853,Bone,"166",http://www.ncbi.nlm.nih.gov/pubmed/19766208,19766208,-9,Gadarif Hospital,42,2009,Sodium stibogluconate,Maternal and perinatal outcomes of visceral leishmaniasis (kala-azar) treated with sodium stibogluconate in eastern Sudan.,Eastern Africa,35.387,Published,"Adam GK, Abdulla MA, Ahmed AA, Adam I.",Sodium stibogluconate,Single Group,0,Parasitological,No,vl,
Brazil (BRA),-5.7972951,Bone,"112",http://www.ncbi.nlm.nih.gov/pubmed/7660447,7660446,-9,Hospital Giselda Trigueiro,10,1995,Amphotericin B colloidal dispersion (ABCD),Treatment of kala-azar in Brazil with Amphocil (amphotericin B cholesterol dispersion) for 5 days.,South America,-35.228215,Published,"Dietze R, Fagundes SM, Brito EF, Milan EP, Feitosa TF, Suassuna FA, Fonschiffrey G, Ksionski G, Dember J.",Amphotericin B dispersion,Single Group,1,Parasitological,Unspecified,vl,
India (IND),26.118589,Spleen/bone,"70",http://www.ncbi.nlm.nih.gov/pubmed/17582069,17582069, NCT00216348,"Kala-azar Medical Research Center, Rambag Road , Muzaffarpur,  Bihar -842001",667,2007,Amphotericin B - formulation unknown,Injectable paromomycin for Visceral leishmaniasis in India.,India Subcontinent,85.400719,Published,"Sundar S, Jha TK, Thakur CP, Sinha PK, Bhattacharya SK.",Amphotericin B; Paromomycin,Comparative,1,Parasitological,No,vl,
India (IND),26.118589,Spleen/bone,"70",http://www.ncbi.nlm.nih.gov/pubmed/17582069,17582069, NCT00216348,"Kala-azar Medical Research Center, Rambag Road , Muzaffarpur,  Bihar -842001",667,2007,Paromomycin,Injectable paromomycin for Visceral leishmaniasis in India.,India Subcontinent,85.400719,Published,"Sundar S, Jha TK, Thakur CP, Sinha PK, Bhattacharya SK.",Amphotericin B; Paromomycin,Comparative,1,Parasitological,No,vl,
India (IND),25.352372,,"225",https://www.ncbi.nlm.nih.gov/pubmed/27645786,27645786,-9,"District Sadar Hospital, Bihar, India",646,2016,Miltefosine,"Pharmacovigilance of Miltefosine in Treatment of Visceral Leishmaniasis in Endemic Areas of Bihar, India",India Subcontinent,85.31256,Published,"Krishna Pandey, Vidyanand Ravidas, Niyamat A. Siddiqui, Sanjay K. Sinha, Rakesh B. Verma, Tripurari P. Singh, A. C. Dhariwal, R. K. Das Gupta, and Pradeep Das","",Single Group,1,Parasitological,No,vl,
Italy (ITA),44.391586,Unknown,"132",http://www.ncbi.nlm.nih.gov/pubmed/8758093,8758092,-9,G. Gaslini Children’s Hospital,29,1996,Liposomal Amphotericin B (L-AmB),Early efficacy of liposomal amphotericin B in the treatment of visceral leishmaniasis.,Mediterranean,8.9861786,Published,"Castagnola E, Davidson RN, Fiore P, Tasso L, Rossi G, Mangraviti S, Di Martino L, Scotti S, Cascio A, Pempinello R, Gradoni L, Giacchino R.",Liposomal Amphotericin B,Dose finding,0,Unspecified,No,vl,
India (IND),25.797004,,"237",https://www.ncbi.nlm.nih.gov/pubmed/30346949,30346949,CTRI/2012/08/002891,Primary Health Clinic in Vaishali,1761,2018,Miltefosine,"Field safety and effectiveness of new visceral leishmaniasis treatment regimens within public health facilities in Bihar, India",India Subcontinent,85.358865,Published,"Vishal Goyal, Raman Mahajan, Krishna Pandey, Shambhu Nath Singh, Ravi Shankar Singh, Nathalie Strub-Wourgaft, Fabiana Alves, Vidya Nand Rabi Das, Roshan Kamal Topno, Bhawna Sharma, Manica Balasegaram, Caryn Bern, Allen Hightower, Suman Rijal, Sally Ellis, Temmy Sunyoto, Sakib Burza, Nines Lima, Pradeep Das, Jorge Alvar","",Non-comparative multi-arm,1,Mixed,No,vl,
India (IND),25.797004,,"237",https://www.ncbi.nlm.nih.gov/pubmed/30346949,30346949,CTRI/2012/08/002891,Primary Health Clinic in Vaishali,1761,2018,Liposomal Amphotericin B (L-AmB),"Field safety and effectiveness of new visceral leishmaniasis treatment regimens within public health facilities in Bihar, India",India Subcontinent,85.358865,Published,"Vishal Goyal, Raman Mahajan, Krishna Pandey, Shambhu Nath Singh, Ravi Shankar Singh, Nathalie Strub-Wourgaft, Fabiana Alves, Vidya Nand Rabi Das, Roshan Kamal Topno, Bhawna Sharma, Manica Balasegaram, Caryn Bern, Allen Hightower, Suman Rijal, Sally Ellis, Temmy Sunyoto, Sakib Burza, Nines Lima, Pradeep Das, Jorge Alvar","",Non-comparative multi-arm,1,Mixed,No,vl,
India (IND),25.797004,,"237",https://www.ncbi.nlm.nih.gov/pubmed/30346949,30346949,CTRI/2012/08/002891,Primary Health Clinic in Vaishali,1761,2018,Paromomycin,"Field safety and effectiveness of new visceral leishmaniasis treatment regimens within public health facilities in Bihar, India",India Subcontinent,85.358865,Published,"Vishal Goyal, Raman Mahajan, Krishna Pandey, Shambhu Nath Singh, Ravi Shankar Singh, Nathalie Strub-Wourgaft, Fabiana Alves, Vidya Nand Rabi Das, Roshan Kamal Topno, Bhawna Sharma, Manica Balasegaram, Caryn Bern, Allen Hightower, Suman Rijal, Sally Ellis, Temmy Sunyoto, Sakib Burza, Nines Lima, Pradeep Das, Jorge Alvar","",Non-comparative multi-arm,1,Mixed,No,vl,
India (IND),25.6141,Spleen,"149",http://www.ncbi.nlm.nih.gov/pubmed/11229247,11229246,-9,"Kala-azar Research Centre of Balaji Utthan Sansthan, Patna.",130,1998,Amphotericin B deoxycholate,A randomized comparison of classical mode of administration of amphotericin B with its newer modes of administration in kala-azar.,India Subcontinent,85.14227,Published,"Thakur CP, Kumar P, Kumar N, Singh GN, Singh AK, Narain S.",Amphotericin B deoxycholate,Dose finding,0,Parasitological,No,vl,
Sudan (SDN),13.583108,Spleen/bone/lymph,"65",http://www.ncbi.nlm.nih.gov/pubmed/21049060,21049060,NCT00255568,"Um el Kheir Treatment Center, Gedaref State, Sudan",270,2010,Sodium stibogluconate,"Geographical variation in the response of visceral leishmaniasis to paromomycin in East Africa: a multicentre, open-label, randomized trial.",Eastern Africa,35.087274,Published,"Hailu A, Musa A, Wasunna M, Balasegaram M, Yifru S, Mengistu G, Hurissa Z, Hailu W, Weldegebreal T, Tesfaye S, Makonnen E, Khalil E, Ahmed O, Fadlalla A, El-Hassan A, Raheem M, Mueller M, Koummuki Y, Rashid J, Mbui J, Mucee G, Njoroge S, et al.",Sodium stibogluconate; Paromomycin,Comparative,1,Parasitological,Yes,vl,"Ethiopia, Kenya"
Sudan (SDN),13.583108,Spleen/bone/lymph,"65",http://www.ncbi.nlm.nih.gov/pubmed/21049060,21049060,NCT00255568,"Um el Kheir Treatment Center, Gedaref State, Sudan",270,2010,Paromomycin,"Geographical variation in the response of visceral leishmaniasis to paromomycin in East Africa: a multicentre, open-label, randomized trial.",Eastern Africa,35.087274,Published,"Hailu A, Musa A, Wasunna M, Balasegaram M, Yifru S, Mengistu G, Hurissa Z, Hailu W, Weldegebreal T, Tesfaye S, Makonnen E, Khalil E, Ahmed O, Fadlalla A, El-Hassan A, Raheem M, Mueller M, Koummuki Y, Rashid J, Mbui J, Mucee G, Njoroge S, et al.",Sodium stibogluconate; Paromomycin,Comparative,1,Parasitological,Yes,vl,"Ethiopia, Kenya"
Brazil (BRA),-20.277548,Spleen,"81",http://www.ncbi.nlm.nih.gov/pubmed/11791958,11791957,-9,"Biomedical Center of the Federal University of Espirito Santo, Vitoria, Brazil",22,2001,Sitamaquine,"Phase 2 trial of WR6026, an orally administered 8-aminoquinoline, in the treatment of visceral leishmaniasis caused by Leishmania chagasi.",South America,-40.305624,Published,"Dietze R, Carvalho SF, Valli LC, Berman J, Brewer T, Milhous W, Sanchez J, Schuster B, Grogl M.",Sitamaquine,Dose finding,0,Parasitological,No,vl,
India (IND),25.620021,Spleen/bone,"86",http://www.ncbi.nlm.nih.gov/pubmed/2840173,2840172,-9,Patna Medical College Hospital,371,1988,Sodium stibogluconate,Rationalisation of regimens of treatment of kala-azar with sodium stibogluconate in India: a randomised study.,India Subcontinent,85.159811,Published,"Thakur CP, Kumar M, Kumar P, Mishra BN, Pandey AK.",Sodium stibogluconate,Dose finding,0,Parasitological,Unspecified,vl,
India (IND),26.118589,Spleen,"100",http://www.ncbi.nlm.nih.gov/pubmed/20147717,20147717,NCT00628720,"Kala-azar Medical Research Center, Rambag Road , Muzaffarpur,  Bihar -842001",412,2010,Amphotericin B deoxycholate,Single-dose liposomal amphotericin B for visceral leishmaniasis in India.,India Subcontinent,85.400719,Published,"Sundar S, Chakravarty J, Agarwal D, Rai M, Murray HW.",Amphotericin B deoxycholate; Liposomal Amphotericin B,Comparative,0,Parasitological,No,vl,
India (IND),26.118589,Spleen,"100",http://www.ncbi.nlm.nih.gov/pubmed/20147717,20147717,NCT00628720,"Kala-azar Medical Research Center, Rambag Road , Muzaffarpur,  Bihar -842001",412,2010,Liposomal Amphotericin B (L-AmB),Single-dose liposomal amphotericin B for visceral leishmaniasis in India.,India Subcontinent,85.400719,Published,"Sundar S, Chakravarty J, Agarwal D, Rai M, Murray HW.",Amphotericin B deoxycholate; Liposomal Amphotericin B,Comparative,0,Parasitological,No,vl,
India (IND),25.612677,,"255",https://pubmed.ncbi.nlm.nih.gov/27781268/,27781268,CTRI/2016/04/006898,"Rajendra Memorial Research Institute of Medical Sciences, Patna, India",30,2017,Miltefosine,Safety and efficacy of a combination of paromomycin and miltefosine for two vs. three courses in patients with post-kala-azar dermal leishmaniasis: an observational pilot study. ,India Subcontinent,85.158875,Published,"K Pandey, B Pal, VNR Das, K Murti, CS Lal, N Verma, S Bimal, V Ali, RB Verma, RK Topno, NA Siddiqi, P Das","",RCT,0,Mixed,No,pkdl,
India (IND),25.612677,,"255",https://pubmed.ncbi.nlm.nih.gov/27781268/,27781268,CTRI/2016/04/006898,"Rajendra Memorial Research Institute of Medical Sciences, Patna, India",30,2017,Paromomycin,Safety and efficacy of a combination of paromomycin and miltefosine for two vs. three courses in patients with post-kala-azar dermal leishmaniasis: an observational pilot study. ,India Subcontinent,85.158875,Published,"K Pandey, B Pal, VNR Das, K Murti, CS Lal, N Verma, S Bimal, V Ali, RB Verma, RK Topno, NA Siddiqi, P Das","",RCT,0,Mixed,No,pkdl,
India (IND),25.352372,Bone,"158",https://www.ncbi.nlm.nih.gov/pubmed/9707884,9707883,-9,"District Sadar Hospital, Bihar, India",20,1998,Fluconazole,Fluconazole in visceral leishmaniasis.,India Subcontinent,85.31256,Published,Jha BB.,Fluconazole,Single Group,0,Parasitological,Unspecified,vl,
India (IND),25.613897,Spleen/bone,"77",http://www.ncbi.nlm.nih.gov/pubmed/12135285,12135284,-9,"Balaji Uthan Sansthan, Patna, India",84,2002,Liposomal Amphotericin B (L-AmB),Low-dose liposomal amphotericin B in refractory Indian visceral leishmaniasis: a multicenter study.,India Subcontinent,85.139591,Published,"Sundar S, Jha TK, Thakur CP, Mishra M, Singh VR, Buffels R.",Liposomal Amphotericin B,Dose finding,1,Parasitological,No,vl,
India (IND),26.131728,Bone,"120",http://www.ncbi.nlm.nih.gov/pubmed/1359323,1359322,-9,"Darbhanga Medical College, Darbhanga, Bihar-846003, India",120,1992,Amphotericin B - formulation unknown,Amphotericin versus pentamidine in antimony-unresponsive kala-azar.,India Subcontinent,85.896955,Published,"Mishra M, Biswas UK, Jha DN, Khan AB.",Amphotericin B; Pentamidine; Paromomycin,Comparative,0,Parasitological,Unspecified,vl,
India (IND),26.131728,Bone,"120",http://www.ncbi.nlm.nih.gov/pubmed/1359323,1359322,-9,"Darbhanga Medical College, Darbhanga, Bihar-846003, India",120,1992,Paromomycin,Amphotericin versus pentamidine in antimony-unresponsive kala-azar.,India Subcontinent,85.896955,Published,"Mishra M, Biswas UK, Jha DN, Khan AB.",Amphotericin B; Pentamidine; Paromomycin,Comparative,0,Parasitological,Unspecified,vl,
Italy (ITA),44.391586,Bone,"139",http://www.ncbi.nlm.nih.gov/pubmed/9290616,9290615,-9,G. Gaslini Children’s Hospital,106,1997,Liposomal Amphotericin B (L-AmB),Treatment of visceral leishmaniasis in children with liposomal amphotericin B.,Mediterranean,8.9861786,Published,"di Martino L, Davidson RN, Giacchino R, Scotti S, Raimondi F, Castagnola E, Tasso L, Cascio A, Gradoni L, Gramiccia M, Pettoello-Mantovani M, Bryceson AD.",Liposomal Amphotericin B,Dose finding,0,Parasitological,No,vl,
Kenya (KEN),-1.313005,Spleen,"177",http://www.ncbi.nlm.nih.gov/pubmed/7835264,7835263,-9,Kenya Medical Research institute,7,1994,Ketoconazole,The efficacy and safety of ketoconazole in visceral leishmaniasis.,Eastern Africa,36.803282,Published,"Rashid JR, Wasunna KM, Gachihi GS, Nyakundi PM, Mbugua J, Kirigi G.",Ketoconazole,Single Group,0,Parasitological,No,vl,
Ethiopia (ETH),6.0284459,Spleen/bone/lymph,"105",http://www.ncbi.nlm.nih.gov/pubmed/22724031,22724031,NCT00255569,"Arba Minch Hospital, SNNPR State, Ethiopia",972,2012,Sodium stibogluconate,Sodium stibogluconate (SSG) & paromomycin combination compared to SSG for visceral leishmaniasis in East Africa: a randomised controlled trial.,Eastern Africa,37.550195,Published,"Musa A, Khalil E, Hailu A, Olobo J, Balasegaram M, Omollo R, Edwards T, Rashid J, Mbui J, Musa B, Abuzaid AA, Ahmed O, Fadlalla A, El-Hassan A, Mueller M, Mucee G, Njoroge S, Manduku V, Mutuma G, Apadet L, Lodenyo H, Mutea D, et al.",Sodium stibogluconate; Paromomycin,Comparative,1,Parasitological,Yes,vl,"Uganda, Sudan, Kenya"
Ethiopia (ETH),6.0284459,Spleen/bone/lymph,"105",http://www.ncbi.nlm.nih.gov/pubmed/22724031,22724031,NCT00255569,"Arba Minch Hospital, SNNPR State, Ethiopia",972,2012,Paromomycin,Sodium stibogluconate (SSG) & paromomycin combination compared to SSG for visceral leishmaniasis in East Africa: a randomised controlled trial.,Eastern Africa,37.550195,Published,"Musa A, Khalil E, Hailu A, Olobo J, Balasegaram M, Omollo R, Edwards T, Rashid J, Mbui J, Musa B, Abuzaid AA, Ahmed O, Fadlalla A, El-Hassan A, Mueller M, Mucee G, Njoroge S, Manduku V, Mutuma G, Apadet L, Lodenyo H, Mutea D, et al.",Sodium stibogluconate; Paromomycin,Comparative,1,Parasitological,Yes,vl,"Uganda, Sudan, Kenya"
Nepal (NPL),26.80877,Spleen/bone,"122",http://www.ncbi.nlm.nih.gov/pubmed/19726066,19726065,-9,"B. P. Koirala Institute of Health Sciences (BPKIHS),",198,2010,Sodium stibogluconate,Clinical risk factors for therapeutic failure in kala-azar patients treated with pentavalent antimonials in Nepal.,India Subcontinent,87.262131,Published,"Rijal S, Bhandari S, Koirala S, Singh R, Khanal B, Loutan L, Dujardin JC, Boelaert M, Chappuis F.",Sodium stibogluconate,Single Group,0,Parasitological,Unspecified,vl,
